Process	GSsize	Group
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	9	C2
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	13	C2
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	87	C2
REACTOME_SIGNALING_BY_LEPTIN	11	C2
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER	58	C2
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER	5	C2
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	17	C2
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	12	C2
REACTOME_INSULIN_PROCESSING	27	C2
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	7	C2
REACTOME_STIMULI_SENSING_CHANNELS	107	C2
REACTOME_EPH_EPHRIN_SIGNALING	92	C2
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	15	C2
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	71	C2
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE	5	C2
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	87	C2
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	86	C2
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	136	C2
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	10	C2
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	13	C2
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	22	C2
REACTOME_PEPTIDE_HORMONE_METABOLISM	90	C2
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	C2
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	7	C2
REACTOME_SUMOYLATION	187	C2
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	19	C2
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	76	C2
REACTOME_LAMININ_INTERACTIONS	30	C2
REACTOME_SYNDECAN_INTERACTIONS	27	C2
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	C2
REACTOME_ECM_PROTEOGLYCANS	76	C2
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS	6	C2
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	19	C2
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS	6	C2
REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1_	5	C2
REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9_	7	C2
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	6	C2
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	77	C2
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION_	7	C2
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	5	C2
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	15	C2
REACTOME_HDACS_DEACETYLATE_HISTONES	94	C2
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	71	C2
REACTOME_HDMS_DEMETHYLATE_HISTONES	50	C2
REACTOME_HATS_ACETYLATE_HISTONES	142	C2
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	79	C2
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO	10	C2
REACTOME_GLYCOGEN_STORAGE_DISEASES	16	C2
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	20	C2
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	39	C2
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	26	C2
REACTOME_CHROMATIN_MODIFYING_ENZYMES	274	C2
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	13	C2
REACTOME_TRP_CHANNELS	28	C2
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	14	C2
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	22	C2
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	37	C2
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	C2
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	7	C2
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER	8	C2
REACTOME_GLYCOGEN_SYNTHESIS	16	C2
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	8	C2
REACTOME_REGULATION_BY_C_FLIP	11	C2
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	82	C2
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	57	C2
REACTOME_HSF1_ACTIVATION	31	C2
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	C2
REACTOME_ATTENUATION_PHASE	28	C2
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	38	C2
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	28	C2
REACTOME_METABOLISM_OF_POLYAMINES	59	C2
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	11	C2
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	33	C2
REACTOME_INTEGRIN_SIGNALING	27	C2
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS_	15	C2
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	41	C2
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	20	C2
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	8	C2
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	8	C2
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	8	C2
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	8	C2
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	14	C2
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	8	C2
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D_	8	C2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	362	C2
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	15	C2
REACTOME_SIGNALING_BY_GPCR	1184	C2
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	330	C2
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_	94	C2
REACTOME_NETRIN_1_SIGNALING	50	C2
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	23	C2
REACTOME_SEMAPHORIN_INTERACTIONS	64	C2
REACTOME_L1CAM_INTERACTIONS	121	C2
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	63	C2
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	197	C2
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	42	C2
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	12	C2
REACTOME_DSCAM_INTERACTIONS	11	C2
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	C2
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	42	C2
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	15	C2
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	17	C2
REACTOME_DISEASES_OF_GLYCOSYLATION	143	C2
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	9	C2
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	C2
REACTOME_TRNA_AMINOACYLATION	42	C2
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	21	C2
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS	5	C2
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	58	C2
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	81	C2
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	95	C2
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	29	C2
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	27	C2
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	12	C2
REACTOME_PERK_REGULATES_GENE_EXPRESSION	32	C2
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	50	C2
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR_	92	C2
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	10	C2
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	84	C2
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_	124	C2
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	42	C2
REACTOME_OLFACTORY_SIGNALING_PATHWAY	400	C2
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1_	20	C2
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	729	C2
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	103	C2
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	53	C2
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	146	C2
REACTOME_VASOPRESSIN_LIKE_RECEPTORS	6	C2
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	74	C2
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	20	C2
REACTOME_CD28_CO_STIMULATION	33	C2
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	22	C2
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	12	C2
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	8	C2
REACTOME_CTLA4_INHIBITORY_SIGNALING	21	C2
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	6	C2
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	31	C2
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	9	C2
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	43	C2
REACTOME_PD_1_SIGNALING	28	C2
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	33	C2
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	26	C2
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	23	C2
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	11	C2
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	10	C2
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	39	C2
REACTOME_STRIATED_MUSCLE_CONTRACTION	36	C2
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	5	C2
REACTOME_DOPAMINE_RECEPTORS	5	C2
REACTOME_SEROTONIN_RECEPTORS	12	C2
REACTOME_ADRENOCEPTORS	9	C2
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	68	C2
REACTOME_PEROXISOMAL_LIPID_METABOLISM	29	C2
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	16	C2
REACTOME_PROTEIN_FOLDING	102	C2
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	15	C2
REACTOME_LEUKOTRIENE_RECEPTORS	5	C2
REACTOME_PROSTANOID_LIGAND_RECEPTORS	9	C2
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	22	C2
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	22	C2
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	25	C2
REACTOME_RAP1_SIGNALLING	16	C2
REACTOME_SIGNAL_AMPLIFICATION	33	C2
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	19	C2
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	42	C2
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	29	C2
REACTOME_EPHRIN_SIGNALING	19	C2
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	51	C2
REACTOME_MUSCLE_CONTRACTION	205	C2
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	32	C2
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	31	C2
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	16	C2
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	14	C2
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	16	C2
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	10	C2
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	28	C2
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	119	C2
REACTOME_CIRCADIAN_CLOCK	70	C2
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	11	C2
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	23	C2
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	13	C2
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	24	C2
REACTOME_SIALIC_ACID_METABOLISM	33	C2
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	35	C2
REACTOME_CA2_PATHWAY	62	C2
REACTOME_PCP_CE_PATHWAY	92	C2
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	30	C2
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	216	C2
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	80	C2
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	8	C2
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	20	C2
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	19	C2
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	17	C2
REACTOME_P2Y_RECEPTORS	12	C2
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	16	C2
REACTOME_PLATELET_HOMEOSTASIS	86	C2
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	12	C2
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	28	C2
REACTOME_CGMP_EFFECTS	16	C2
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	542	C2
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	25	C2
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	C2
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	48	C2
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	14	C2
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	8	C2
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	10	C2
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	10	C2
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	33	C2
REACTOME_NCAM1_INTERACTIONS	42	C2
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	14	C2
REACTOME_OPSINS	9	C2
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS	10	C2
REACTOME_TIGHT_JUNCTION_INTERACTIONS	30	C2
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	33	C2
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_	40	C2
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	7	C2
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	65	C2
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	19	C2
REACTOME_REGULATION_OF_INSULIN_SECRETION	78	C2
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	86	C2
REACTOME_BICARBONATE_TRANSPORTERS	10	C2
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	106	C2
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	44	C2
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	250	C2
REACTOME_METAL_ION_SLC_TRANSPORTERS	26	C2
REACTOME_SODIUM_CALCIUM_EXCHANGERS	11	C2
REACTOME_SODIUM_PROTON_EXCHANGERS	9	C2
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	5	C2
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS	7	C2
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	9	C2
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	68	C2
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	76	C2
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	9	C2
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	5	C2
REACTOME_SPHINGOLIPID_METABOLISM	89	C2
REACTOME_ACTIVATION_OF_RAC1	13	C2
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	10	C2
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	8	C2
REACTOME_ORGANIC_ANION_TRANSPORTERS	10	C2
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	8	C2
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	24	C2
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	56	C2
REACTOME_DEADENYLATION_OF_MRNA	25	C2
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	16	C2
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	15	C2
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	12	C2
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	43	C2
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	13	C2
REACTOME_PLATELET_SENSITIZATION_BY_LDL	17	C2
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	35	C2
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	56	C2
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	5	C2
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	6	C2
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	8	C2
REACTOME_ZINC_TRANSPORTERS	17	C2
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	7	C2
REACTOME_RECYCLING_PATHWAY_OF_L1	49	C2
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21	C2
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	8	C2
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	15	C2
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	10	C2
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	19	C2
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	12	C2
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE	8	C2
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	28	C2
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	94	C2
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	20	C2
REACTOME_FREE_FATTY_ACID_RECEPTORS	5	C2
REACTOME_RSK_ACTIVATION	7	C2
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	8	C2
REACTOME_RELAXIN_RECEPTORS	8	C2
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	31	C2
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	21	C2
REACTOME_SMOOTH_MUSCLE_CONTRACTION	38	C2
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	52	C2
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	32	C2
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	11	C2
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	78	C2
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	6	C2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	305	C2
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	5	C2
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE	8	C2
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	63	C2
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	18	C2
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	8	C2
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	139	C2
REACTOME_CELL_JUNCTION_ORGANIZATION	92	C2
REACTOME_NRCAM_INTERACTIONS	7	C2
REACTOME_CHL1_INTERACTIONS	9	C2
REACTOME_NEUROFASCIN_INTERACTIONS	7	C2
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	57	C2
REACTOME_INTERLEUKIN_17_SIGNALING	71	C2
REACTOME_INTERLEUKIN_1_PROCESSING	8	C2
REACTOME_SIGNALING_BY_INTERLEUKINS	462	C2
REACTOME_OTHER_INTERLEUKIN_SIGNALING	24	C2
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	31	C2
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	23	C2
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	22	C2
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	10	C2
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	17	C2
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	55	C2
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	17	C2
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	8	C2
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	87	C2
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	17	C2
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	10	C2
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	30	C2
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	44	C2
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	31	C2
REACTOME_MITOTIC_G2_G2_M_PHASES	200	C2
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	149	C2
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	71	C2
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_	32	C2
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	47	C2
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	64	C2
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	46	C2
REACTOME_DEGRADATION_OF_AXIN	55	C2
REACTOME_DEGRADATION_OF_DVL	57	C2
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	31	C2
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	21	C2
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	14	C2
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	16	C2
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	11	C2
REACTOME_SIGNALING_BY_WNT_IN_CANCER	34	C2
REACTOME_PHOSPHORYLATION_SITE_MUTANTS_OF_CTNNB1_ARE_NOT_TARGETED_TO_THE_PROTEASOME_BY_THE_DESTRUCTION_COMPLEX	15	C2
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	29	C2
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	21	C2
REACTOME_GPCR_LIGAND_BINDING	463	C2
